0,-2
0.001,-1.994
0.002,-1.98802
0.003,-1.98204
0.004,-1.97606
0.005,-1.9701
0.006,-1.96414
0.007,-1.9582
0.008,-1.95226
0.009,-1.94632
0.01,-1.9404
0.011,-1.93448
0.012,-1.92858
0.013,-1.92267
0.014,-1.91678
0.015,-1.9109
0.016,-1.90502
0.017,-1.89915
0.018,-1.89329
0.019,-1.88744
0.02,-1.8816
0.021,-1.87576
0.022,-1.86993
0.023,-1.86411
0.024,-1.8583
0.025,-1.85249
0.026,-1.8467
0.027,-1.84091
0.028,-1.83512
0.029,-1.82935
0.03,-1.82359
0.031,-1.81783
0.032,-1.81208
0.033,-1.80634
0.034,-1.8006
0.035,-1.79488
0.036,-1.78916
0.037,-1.78345
0.038,-1.77775
0.039,-1.77205
0.04,-1.76637
0.041,-1.76069
0.042,-1.75502
0.043,-1.74936
0.044,-1.7437
0.045,-1.73805
0.046,-1.73242
0.047,-1.72678
0.048,-1.72116
0.049,-1.71555
0.05,-1.70994
0.051,-1.70434
0.052,-1.69875
0.053,-1.69316
0.054,-1.68759
0.055,-1.68202
0.056,-1.67646
0.057,-1.6709
0.058,-1.66536
0.059,-1.65982
0.06,-1.65429
0.061,-1.64877
0.062,-1.64326
0.0629999,-1.63775
0.064,-1.63225
0.065,-1.62676
0.066,-1.62128
0.067,-1.61581
0.068,-1.61034
0.069,-1.60488
0.07,-1.59943
0.071,-1.59399
0.072,-1.58855
0.073,-1.58312
0.074,-1.5777
0.075,-1.57229
0.076,-1.56688
0.077,-1.56149
0.078,-1.5561
0.079,-1.55072
0.08,-1.54534
0.081,-1.53998
0.082,-1.53462
0.083,-1.52927
0.084,-1.52393
0.085,-1.51859
0.086,-1.51327
0.087,-1.50795
0.088,-1.50264
0.089,-1.49733
0.09,-1.49204
0.091,-1.48675
0.092,-1.48147
0.093,-1.47619
0.094,-1.47093
0.095,-1.46567
0.096,-1.46042
0.097,-1.45518
0.098,-1.44995
0.099,-1.44472
0.1,-1.4395
0.101,-1.43429
0.102,-1.42909
0.103,-1.42389
0.104,-1.4187
0.105,-1.41352
0.106,-1.40835
0.107,-1.40318
0.108,-1.39803
0.109,-1.39288
0.11,-1.38773
0.111,-1.3826
0.112,-1.37747
0.113,-1.37235
0.114,-1.36724
0.115,-1.36214
0.116,-1.35704
0.117,-1.35195
0.118,-1.34687
0.119,-1.3418
0.12,-1.33674
0.121,-1.33168
0.122,-1.32663
0.123,-1.32159
0.124,-1.31655
0.125,-1.31152
0.126,-1.3065
0.127,-1.30149
0.128,-1.29649
0.129,-1.29149
0.13,-1.2865
0.131,-1.28152
0.132,-1.27655
0.133,-1.27158
0.134,-1.26662
0.135,-1.26167
0.136,-1.25673
0.137,-1.25179
0.138,-1.24686
0.139,-1.24194
0.14,-1.23703
0.141,-1.23212
0.142,-1.22722
0.143,-1.22233
0.144,-1.21745
0.145,-1.21258
0.146,-1.20771
0.147,-1.20285
0.148,-1.19799
0.149,-1.19315
0.15,-1.18831
0.151,-1.18348
0.152,-1.17866
0.153,-1.17384
0.154,-1.16904
0.155,-1.16424
0.156,-1.15945
0.157,-1.15466
0.158,-1.14988
0.159,-1.14511
0.16,-1.14035
0.161,-1.1356
0.162,-1.13085
0.163,-1.12611
0.164,-1.12138
0.165,-1.11665
0.166,-1.11194
0.167,-1.10723
0.168,-1.10252
0.169,-1.09783
0.17,-1.09314
0.171,-1.08846
0.172,-1.08379
0.173,-1.07913
0.174,-1.07447
0.175,-1.06982
0.176,-1.06518
0.177,-1.06054
0.178,-1.05592
0.179,-1.0513
0.18,-1.04668
0.181,-1.04208
0.182,-1.03748
0.183,-1.03289
0.184,-1.02831
0.185,-1.02373
0.186,-1.01917
0.187,-1.01461
0.188,-1.01005
0.189,-1.00551
0.19,-1.00097
0.191,-0.996439
0.192,-0.991916
0.193,-0.987401
0.194,-0.982892
0.195,-0.978392
0.196,-0.973898
0.197,-0.969412
0.198,-0.964934
0.199,-0.960463
0.2,-0.955999
0.201,-0.951543
0.202,-0.947094
0.203,-0.942652
0.204,-0.938218
0.205,-0.933791
0.206,-0.929372
0.207,-0.92496
0.208,-0.920555
0.209,-0.916158
0.21,-0.911768
0.211,-0.907386
0.212,-0.903011
0.213,-0.898643
0.214,-0.894283
0.215,-0.88993
0.216,-0.885584
0.217,-0.881246
0.218,-0.876915
0.219,-0.872591
0.22,-0.868275
0.221,-0.863966
0.222,-0.859664
0.223,-0.85537
0.224,-0.851083
0.225,-0.846803
0.226,-0.842531
0.227,-0.838266
0.228,-0.834009
0.229,-0.829758
0.23,-0.825515
0.231,-0.82128
0.232,-0.817051
0.233,-0.81283
0.234,-0.808616
0.235,-0.80441
0.236,-0.800211
0.237,-0.796019
0.238,-0.791834
0.239,-0.787657
0.24,-0.783487
0.241,-0.779324
0.242,-0.775169
0.243,-0.77102
0.244,-0.766879
0.245,-0.762746
0.246,-0.758619
0.247,-0.7545
0.248,-0.750388
0.249,-0.746284
0.25,-0.742186
0.251,-0.738096
0.252,-0.734013
0.253,-0.729938
0.254,-0.725869
0.255,-0.721808
0.256,-0.717754
0.257,-0.713708
0.258,-0.709668
0.259,-0.705636
0.26,-0.701611
0.261,-0.697593
0.262,-0.693583
0.263,-0.68958
0.264,-0.685584
0.265,-0.681595
0.266,-0.677613
0.267,-0.673638
0.268,-0.669671
0.269,-0.665711
0.27,-0.661758
0.271,-0.657812
0.272,-0.653874
0.273,-0.649943
0.274,-0.646019
0.275,-0.642102
0.276,-0.638192
0.277,-0.634289
0.278,-0.630394
0.279,-0.626505
0.28,-0.622624
0.281,-0.61875
0.282,-0.614883
0.283,-0.611024
0.284,-0.607171
0.285,-0.603326
0.286,-0.599488
0.287,-0.595657
0.288,-0.591833
0.289,-0.588016
0.29,-0.584206
0.291,-0.580404
0.292,-0.576608
0.293,-0.57282
0.294,-0.569039
0.295,-0.565265
0.296,-0.561498
0.297,-0.557738
0.298,-0.553985
0.299,-0.55024
0.3,-0.546501
0.301,-0.54277
0.302,-0.539046
0.303,-0.535328
0.304,-0.531618
0.305,-0.527915
0.306,-0.524219
0.307,-0.52053
0.308,-0.516849
0.309,-0.513174
0.31,-0.509506
0.311,-0.505846
0.312,-0.502192
0.313,-0.498546
0.314,-0.494906
0.314999,-0.491274
0.315999,-0.487649
0.316999,-0.48403
0.317999,-0.480419
0.318999,-0.476815
0.319999,-0.473218
0.320999,-0.469628
0.321999,-0.466045
0.322999,-0.462469
0.323999,-0.4589
0.324999,-0.455338
